graph_id,n,m,edges,best_k,best_ordering,best_coloring,num_orderings,num_optimal_orderings,has_hamiltonian_path,max_degree,avg_degree,clique_number,num_deg_ge_2,num_deg_ge_3,num_deg_ge_5,num_isolated,num_components,component_sizes,density
2060,5,1,"[[3, 4]]",1,"[0, 1, 2, 3, 4]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1}",120,48,0,1,0.4,2,0,0,0,3,4,"[2, 1, 1, 1]",0.1
2061,4,3,"[[0, 2], [0, 3], [1, 2]]",1,"[1, 2, 0, 3]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1}",24,2,1,2,1.5,2,2,0,0,0,1,[4],0.5
2062,6,5,"[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5]]",1,"[0, 1, 2, 3, 4, 5]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1}",720,2,1,2,1.6666666666666667,2,4,0,0,0,1,[6],0.3333333333333333
2063,10,5,"[[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]]",1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1, ""7"": 1, ""8"": 1, ""9"": 1}",512,2,0,1,1.0,2,0,0,0,0,5,"[2, 2, 2, 2, 2]",0.1111111111111111
2064,4,3,"[[0, 1], [1, 2], [2, 3]]",1,"[0, 1, 2, 3]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1}",24,2,1,2,1.5,2,2,0,0,0,1,[4],0.5
2065,11,28,"[[0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [0, 6], [0, 7], [0, 8], [0, 9], [0, 10], [1, 5], [1, 6], [1, 7], [1, 8], [1, 9], [1, 10], [3, 5], [3, 6], [3, 7], [3, 8], [4, 5], [5, 6], [5, 9], [5, 10], [6, 7], [6, 8], [6, 9], [8, 10]]",6,"[4, 10, 2, 9, 5, 0, 1, 8, 6, 7, 3]","{""0"": 1, ""1"": 2, ""5"": 3, ""8"": 4, ""2"": 5, ""9"": 6, ""6"": 5, ""7"": 6, ""10"": 4, ""3"": 3, ""4"": 1}",512,1,1,10,5.090909090909091,5,10,9,6,0,1,[11],0.509090909090909
2066,7,2,"[[0, 1], [5, 6]]",1,"[0, 1, 2, 3, 4, 5, 6]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1}",5040,480,0,1,0.5714285714285714,2,0,0,0,3,5,"[2, 2, 1, 1, 1]",0.09523809523809523
2067,2,0,[],1,"[0, 1]","{""0"": 1, ""1"": 1}",2,2,0,0,0.0,1,0,0,0,2,2,"[1, 1]",0
2068,2,1,"[[0, 1]]",1,"[0, 1]","{""0"": 1, ""1"": 1}",2,2,1,1,1.0,2,0,0,0,0,1,[2],1.0
2069,6,8,"[[0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [1, 5], [2, 5], [4, 5]]",3,"[1, 2, 0, 5, 3, 4]","{""0"": 1, ""5"": 2, ""2"": 3, ""3"": 3, ""1"": 2, ""4"": 1}",720,84,0,5,2.6666666666666665,3,5,2,1,0,1,[6],0.5333333333333333
2070,6,4,"[[0, 1], [0, 4], [0, 5], [2, 3]]",2,"[1, 0, 4, 2, 3, 5]","{""0"": 1, ""5"": 1, ""2"": 2, ""3"": 2, ""4"": 2, ""1"": 1}",720,144,0,3,1.3333333333333333,2,1,1,0,0,2,"[4, 2]",0.26666666666666666
2071,3,2,"[[0, 1], [1, 2]]",1,"[0, 1, 2]","{""0"": 1, ""1"": 1, ""2"": 1}",6,2,1,2,1.3333333333333333,2,1,0,0,0,1,[3],0.6666666666666666
2072,8,12,"[[0, 1], [0, 2], [0, 6], [0, 7], [1, 4], [1, 5], [1, 6], [1, 7], [2, 4], [4, 5], [5, 6], [5, 7]]",4,"[0, 2, 1, 4, 6, 7, 5, 3]","{""6"": 1, ""1"": 2, ""4"": 3, ""7"": 4, ""0"": 4, ""2"": 3, ""5"": 2, ""3"": 1}",40320,2836,0,5,3.0,3,7,6,1,1,2,"[7, 1]",0.42857142857142855
2073,2,1,"[[0, 1]]",1,"[0, 1]","{""0"": 1, ""1"": 1}",2,2,1,1,1.0,2,0,0,0,0,1,[2],1.0
2074,6,5,"[[0, 3], [0, 5], [1, 2], [1, 5], [2, 4]]",1,"[3, 0, 5, 1, 2, 4]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1}",720,2,1,2,1.6666666666666667,2,4,0,0,0,1,[6],0.3333333333333333
2075,7,12,"[[0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [0, 6], [1, 4], [3, 4], [3, 5], [4, 5], [4, 6], [5, 6]]",3,"[1, 3, 4, 0, 5, 6, 2]","{""0"": 1, ""4"": 2, ""5"": 3, ""3"": 3, ""6"": 2, ""1"": 1, ""2"": 1}",5040,8,1,6,3.4285714285714284,4,6,5,2,0,1,[7],0.5714285714285714
2076,11,11,"[[0, 1], [1, 2], [2, 9], [3, 8], [4, 5], [4, 6], [4, 10], [5, 6], [7, 8], [8, 9], [9, 10]]",2,"[6, 4, 5, 10, 9, 2, 1, 0, 8, 3, 7]","{""8"": 1, ""9"": 1, ""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2, ""4"": 1, ""5"": 2, ""6"": 2, ""7"": 1, ""10"": 1}",512,1,0,3,2.0,3,8,3,0,0,1,[11],0.2
2077,5,10,"[[0, 1], [0, 2], [0, 3], [0, 4], [1, 2], [1, 3], [1, 4], [2, 3], [2, 4], [3, 4]]",4,"[0, 1, 2, 3, 4]","{""1"": 1, ""2"": 2, ""3"": 3, ""0"": 4, ""4"": 4}",120,120,1,4,4.0,5,5,5,0,0,1,[5],1.0
2078,3,2,"[[0, 1], [1, 2]]",1,"[0, 1, 2]","{""0"": 1, ""1"": 1, ""2"": 1}",6,2,1,2,1.3333333333333333,2,1,0,0,0,1,[3],0.6666666666666666
2079,4,0,[],1,"[0, 1, 2, 3]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1}",24,24,0,0,0.0,1,0,0,0,4,4,"[1, 1, 1, 1]",0
2080,9,36,"[[0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [0, 6], [0, 7], [0, 8], [1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [1, 8], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [2, 8], [3, 4], [3, 5], [3, 6], [3, 7], [3, 8], [4, 5], [4, 6], [4, 7], [4, 8], [5, 6], [5, 7], [5, 8], [6, 7], [6, 8], [7, 8]]",8,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","{""1"": 1, ""2"": 2, ""3"": 3, ""4"": 4, ""5"": 5, ""6"": 6, ""7"": 7, ""0"": 8, ""8"": 8}",512,512,1,8,8.0,9,9,9,9,0,1,[9],1.0
2081,3,2,"[[0, 1], [0, 2]]",1,"[1, 0, 2]","{""0"": 1, ""1"": 1, ""2"": 1}",6,2,1,2,1.3333333333333333,2,1,0,0,0,1,[3],0.6666666666666666
2082,6,6,"[[0, 1], [0, 5], [1, 2], [2, 3], [3, 5], [4, 5]]",2,"[0, 1, 2, 3, 5, 4]","{""0"": 1, ""5"": 1, ""1"": 2, ""2"": 2, ""3"": 2, ""4"": 1}",720,32,1,3,2.0,2,5,1,0,0,1,[6],0.4
2083,4,2,"[[0, 2], [1, 3]]",1,"[0, 2, 1, 3]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1}",24,8,0,1,1.0,2,0,0,0,0,2,"[2, 2]",0.3333333333333333
2084,16,17,"[[0, 1], [0, 2], [0, 13], [1, 3], [2, 4], [3, 7], [4, 10], [5, 6], [5, 9], [5, 15], [6, 12], [7, 8], [8, 9], [10, 11], [11, 12], [13, 14], [14, 15]]",3,"[0, 1, 2, 13, 3, 4, 14, 7, 10, 15, 8, 11, 5, 9, 12, 6]","{""2"": 1, ""3"": 2, ""13"": 3, ""4"": 1, ""14"": 3, ""7"": 2, ""10"": 1, ""15"": 3, ""8"": 2, ""11"": 1, ""5"": 3, ""9"": 2, ""1"": 2, ""12"": 1, ""0"": 3, ""6"": 3}",512,3,1,3,2.125,2,16,2,0,0,1,[16],0.14166666666666666
2085,7,7,"[[0, 1], [0, 2], [0, 4], [1, 5], [2, 4], [3, 6], [4, 5]]",2,"[1, 5, 0, 4, 2, 3, 6]","{""0"": 1, ""4"": 2, ""5"": 2, ""1"": 1, ""2"": 1, ""3"": 1, ""6"": 1}",5040,32,0,3,2.0,3,5,2,0,0,2,"[5, 2]",0.3333333333333333
2086,6,15,"[[0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [1, 2], [1, 3], [1, 4], [1, 5], [2, 3], [2, 4], [2, 5], [3, 4], [3, 5], [4, 5]]",5,"[0, 1, 2, 3, 4, 5]","{""1"": 1, ""2"": 2, ""3"": 3, ""4"": 4, ""0"": 5, ""5"": 5}",720,720,1,5,5.0,6,6,6,6,0,1,[6],1.0
2087,5,5,"[[0, 1], [0, 2], [1, 2], [2, 3], [3, 4]]",2,"[0, 1, 2, 3, 4]","{""1"": 1, ""0"": 2, ""2"": 2, ""3"": 1, ""4"": 1}",120,16,1,3,2.0,3,4,1,0,0,1,[5],0.5
2088,3,1,"[[0, 2]]",1,"[0, 2, 1]","{""0"": 1, ""1"": 1, ""2"": 1}",6,4,0,1,0.6666666666666666,2,0,0,0,1,2,"[2, 1]",0.3333333333333333
2089,2,0,[],1,"[0, 1]","{""0"": 1, ""1"": 1}",2,2,0,0,0.0,1,0,0,0,2,2,"[1, 1]",0
2090,12,66,"[[0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [0, 6], [0, 7], [0, 8], [0, 9], [0, 10], [0, 11], [1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [1, 8], [1, 9], [1, 10], [1, 11], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [2, 8], [2, 9], [2, 10], [2, 11], [3, 4], [3, 5], [3, 6], [3, 7], [3, 8], [3, 9], [3, 10], [3, 11], [4, 5], [4, 6], [4, 7], [4, 8], [4, 9], [4, 10], [4, 11], [5, 6], [5, 7], [5, 8], [5, 9], [5, 10], [5, 11], [6, 7], [6, 8], [6, 9], [6, 10], [6, 11], [7, 8], [7, 9], [7, 10], [7, 11], [8, 9], [8, 10], [8, 11], [9, 10], [9, 11], [10, 11]]",11,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","{""1"": 1, ""2"": 2, ""3"": 3, ""4"": 4, ""5"": 5, ""6"": 6, ""7"": 7, ""8"": 8, ""9"": 9, ""10"": 10, ""0"": 11, ""11"": 11}",512,512,1,11,11.0,12,12,12,12,0,1,[12],1.0
2091,6,1,"[[1, 4]]",1,"[0, 1, 4, 2, 3, 5]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1}",720,240,0,1,0.3333333333333333,2,0,0,0,4,5,"[2, 1, 1, 1, 1]",0.06666666666666667
2092,6,14,"[[0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [1, 2], [1, 3], [1, 4], [1, 5], [2, 3], [2, 4], [3, 4], [3, 5], [4, 5]]",4,"[2, 0, 1, 3, 4, 5]","{""1"": 1, ""3"": 2, ""0"": 3, ""4"": 4, ""2"": 4, ""5"": 3}",720,48,1,5,4.666666666666667,5,6,6,4,0,1,[6],0.9333333333333333
2093,8,8,"[[0, 1], [0, 7], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7]]",2,"[0, 1, 2, 3, 4, 5, 6, 7]","{""0"": 1, ""7"": 1, ""1"": 2, ""2"": 2, ""3"": 2, ""4"": 2, ""5"": 2, ""6"": 2}",40320,512,1,2,2.0,2,8,0,0,0,1,[8],0.2857142857142857
2094,6,7,"[[0, 1], [0, 3], [0, 4], [1, 5], [2, 4], [2, 5], [3, 5]]",3,"[0, 1, 3, 4, 2, 5]","{""3"": 1, ""1"": 2, ""2"": 3, ""4"": 3, ""5"": 2, ""0"": 3}",720,292,1,3,2.3333333333333335,2,6,2,0,0,1,[6],0.4666666666666667
2095,7,15,"[[0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [1, 2], [1, 3], [1, 4], [1, 5], [2, 3], [2, 4], [2, 5], [3, 4], [3, 5], [4, 5]]",5,"[0, 1, 2, 3, 4, 5, 6]","{""1"": 1, ""2"": 2, ""3"": 3, ""4"": 4, ""0"": 5, ""5"": 5, ""6"": 1}",5040,1440,0,5,4.285714285714286,6,6,6,6,1,2,"[6, 1]",0.7142857142857143
2096,6,2,"[[0, 2], [1, 3]]",1,"[0, 2, 1, 3, 4, 5]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1}",720,96,0,1,0.6666666666666666,2,0,0,0,2,4,"[2, 2, 1, 1]",0.13333333333333333
2097,7,8,"[[0, 1], [0, 2], [0, 4], [1, 2], [2, 3], [2, 4], [3, 4], [5, 6]]",2,"[1, 0, 2, 4, 3, 5, 6]","{""0"": 1, ""2"": 2, ""4"": 1, ""1"": 2, ""3"": 2, ""5"": 1, ""6"": 1}",5040,8,0,4,2.2857142857142856,3,5,3,0,0,2,"[5, 2]",0.38095238095238093
2098,2,0,[],1,"[0, 1]","{""0"": 1, ""1"": 1}",2,2,0,0,0.0,1,0,0,0,2,2,"[1, 1]",0
2099,6,5,"[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5]]",1,"[0, 1, 2, 3, 4, 5]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1}",720,2,1,2,1.6666666666666667,2,4,0,0,0,1,[6],0.3333333333333333
2100,9,9,"[[0, 7], [1, 5], [1, 7], [2, 5], [2, 8], [3, 4], [3, 6], [4, 5], [4, 8]]",2,"[0, 7, 1, 5, 2, 4, 8, 3, 6]","{""2"": 1, ""4"": 2, ""8"": 1, ""3"": 2, ""5"": 2, ""0"": 1, ""1"": 1, ""6"": 1, ""7"": 1}",512,2,1,3,2.0,2,7,2,0,0,1,[9],0.25
2101,6,5,"[[0, 3], [0, 5], [1, 2], [2, 3], [2, 4]]",2,"[0, 3, 5, 1, 2, 4]","{""3"": 1, ""1"": 2, ""2"": 1, ""5"": 2, ""0"": 2, ""4"": 1}",720,72,0,3,1.6666666666666667,2,3,1,0,0,1,[6],0.3333333333333333
2102,7,4,"[[0, 1], [3, 4], [3, 5], [4, 5]]",2,"[0, 1, 2, 3, 4, 5, 6]","{""4"": 1, ""3"": 2, ""5"": 2, ""0"": 1, ""1"": 1, ""2"": 1, ""6"": 1}",5040,480,0,2,1.1428571428571428,3,3,0,0,2,4,"[3, 2, 1, 1]",0.19047619047619047
2103,4,6,"[[0, 1], [0, 2], [0, 3], [1, 2], [1, 3], [2, 3]]",3,"[0, 1, 2, 3]","{""1"": 1, ""2"": 2, ""0"": 3, ""3"": 3}",24,24,1,3,3.0,4,4,4,0,0,1,[4],1.0
2104,7,2,"[[4, 6], [5, 6]]",1,"[0, 1, 2, 3, 4, 6, 5]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1}",5040,240,0,2,0.5714285714285714,2,1,0,0,4,5,"[3, 1, 1, 1, 1]",0.09523809523809523
2105,2,1,"[[0, 1]]",1,"[0, 1]","{""0"": 1, ""1"": 1}",2,2,1,1,1.0,2,0,0,0,0,1,[2],1.0
2106,4,3,"[[0, 2], [1, 3], [2, 3]]",1,"[0, 2, 3, 1]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1}",24,2,1,2,1.5,2,2,0,0,0,1,[4],0.5
2107,11,12,"[[0, 1], [1, 2], [2, 3], [2, 9], [4, 7], [4, 8], [5, 7], [5, 10], [6, 7], [6, 8], [7, 8], [9, 10]]",3,"[0, 1, 2, 3, 9, 10, 5, 7, 4, 6, 8]","{""4"": 1, ""6"": 2, ""3"": 1, ""7"": 3, ""8"": 3, ""2"": 2, ""9"": 2, ""0"": 1, ""1"": 1, ""5"": 1, ""10"": 1}",512,5,0,4,2.1818181818181817,3,9,3,0,0,1,[11],0.21818181818181817
2108,6,6,"[[0, 1], [0, 5], [1, 2], [2, 3], [3, 4], [4, 5]]",2,"[0, 1, 2, 3, 4, 5]","{""0"": 1, ""5"": 1, ""1"": 2, ""2"": 2, ""3"": 2, ""4"": 2}",720,96,1,2,2.0,2,6,0,0,0,1,[6],0.4
2109,11,11,"[[0, 1], [1, 2], [1, 4], [3, 4], [4, 5], [5, 6], [6, 7], [6, 8], [6, 9], [7, 8], [9, 10]]",3,"[0, 1, 2, 4, 3, 5, 6, 7, 8, 9, 10]","{""7"": 1, ""8"": 2, ""2"": 1, ""3"": 1, ""4"": 2, ""6"": 3, ""9"": 3, ""1"": 2, ""5"": 2, ""0"": 1, ""10"": 1}",512,5,0,4,2.0,3,7,3,0,0,1,[11],0.2
2110,5,1,"[[3, 4]]",1,"[0, 1, 2, 3, 4]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1}",120,48,0,1,0.4,2,0,0,0,3,4,"[2, 1, 1, 1]",0.1
2111,6,3,"[[0, 5], [1, 3], [2, 4]]",1,"[0, 5, 1, 3, 2, 4]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1}",720,48,0,1,1.0,2,0,0,0,0,3,"[2, 2, 2]",0.2
2112,7,6,"[[0, 1], [0, 3], [1, 3], [1, 6], [2, 5], [3, 6]]",2,"[0, 1, 3, 6, 2, 4, 5]","{""1"": 1, ""3"": 2, ""4"": 1, ""0"": 2, ""2"": 2, ""5"": 2, ""6"": 1}",5040,64,0,3,1.7142857142857142,3,4,2,0,1,3,"[4, 2, 1]",0.2857142857142857
2113,9,8,"[[0, 6], [0, 8], [1, 6], [2, 4], [2, 7], [2, 8], [3, 5], [3, 6]]",2,"[1, 6, 0, 3, 8, 5, 2, 4, 7]","{""0"": 1, ""2"": 1, ""3"": 2, ""4"": 2, ""5"": 2, ""8"": 1, ""6"": 2, ""7"": 1, ""1"": 1}",512,4,0,3,1.7777777777777777,2,5,2,0,0,1,[9],0.2222222222222222
2114,5,3,"[[0, 1], [1, 2], [3, 4]]",1,"[0, 1, 2, 3, 4]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1}",120,8,0,2,1.2,2,1,0,0,0,2,"[3, 2]",0.3
2115,3,2,"[[0, 1], [0, 2]]",1,"[1, 0, 2]","{""0"": 1, ""1"": 1, ""2"": 1}",6,2,1,2,1.3333333333333333,2,1,0,0,0,1,[3],0.6666666666666666
2116,7,1,"[[0, 1]]",1,"[0, 1, 2, 3, 4, 5, 6]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1}",5040,1440,0,1,0.2857142857142857,2,0,0,0,5,6,"[2, 1, 1, 1, 1, 1]",0.047619047619047616
2117,7,6,"[[0, 2], [0, 4], [0, 6], [1, 3], [1, 4], [2, 5]]",2,"[1, 3, 4, 0, 2, 5, 6]","{""0"": 1, ""2"": 2, ""3"": 1, ""5"": 2, ""6"": 1, ""1"": 2, ""4"": 2}",5040,180,0,3,1.7142857142857142,2,4,1,0,0,1,[7],0.2857142857142857
2118,2,1,"[[0, 1]]",1,"[0, 1]","{""0"": 1, ""1"": 1}",2,2,1,1,1.0,2,0,0,0,0,1,[2],1.0
2119,4,3,"[[0, 1], [0, 2], [0, 3]]",2,"[1, 0, 2, 3]","{""2"": 1, ""0"": 2, ""3"": 2, ""1"": 1}",24,12,0,3,1.5,2,1,1,0,0,1,[4],0.5
2120,7,7,"[[0, 1], [0, 2], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6]]",2,"[0, 1, 2, 3, 4, 5, 6]","{""1"": 1, ""0"": 2, ""2"": 2, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1}",5040,88,1,3,2.0,3,6,1,0,0,1,[7],0.3333333333333333
2121,10,15,"[[0, 1], [0, 2], [0, 6], [1, 2], [1, 8], [1, 9], [2, 8], [2, 9], [3, 4], [3, 7], [4, 5], [4, 7], [5, 7], [6, 9], [8, 9]]",3,"[6, 0, 9, 1, 2, 8, 3, 4, 7, 5]","{""1"": 1, ""0"": 2, ""2"": 2, ""9"": 3, ""4"": 1, ""7"": 2, ""8"": 3, ""3"": 2, ""5"": 1, ""6"": 1}",512,1,0,4,3.0,4,10,7,0,0,2,"[6, 4]",0.3333333333333333
2122,9,0,[],1,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1, ""7"": 1, ""8"": 1}",512,512,0,0,0.0,1,0,0,0,9,9,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0
2123,3,2,"[[0, 1], [1, 2]]",1,"[0, 1, 2]","{""0"": 1, ""1"": 1, ""2"": 1}",6,2,1,2,1.3333333333333333,2,1,0,0,0,1,[3],0.6666666666666666
2124,7,14,"[[0, 1], [0, 4], [1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [2, 4], [2, 5], [3, 4], [3, 5], [4, 5], [4, 6], [5, 6]]",4,"[0, 2, 1, 3, 4, 5, 6]","{""3"": 1, ""1"": 2, ""4"": 3, ""2"": 4, ""5"": 4, ""0"": 3, ""6"": 2}",5040,240,1,6,4.0,4,7,6,3,0,1,[7],0.6666666666666666
2125,4,6,"[[0, 1], [0, 2], [0, 3], [1, 2], [1, 3], [2, 3]]",3,"[0, 1, 2, 3]","{""1"": 1, ""2"": 2, ""0"": 3, ""3"": 3}",24,24,1,3,3.0,4,4,4,0,0,1,[4],1.0
2126,3,2,"[[0, 1], [1, 2]]",1,"[0, 1, 2]","{""0"": 1, ""1"": 1, ""2"": 1}",6,2,1,2,1.3333333333333333,2,1,0,0,0,1,[3],0.6666666666666666
2127,7,6,"[[0, 3], [0, 6], [1, 2], [1, 5], [2, 3], [4, 5]]",1,"[4, 5, 1, 2, 3, 0, 6]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1}",5040,2,1,2,1.7142857142857142,2,5,0,0,0,1,[7],0.2857142857142857
2128,7,4,"[[0, 1], [1, 2], [2, 3], [5, 6]]",1,"[0, 1, 2, 3, 4, 5, 6]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1}",5040,24,0,2,1.1428571428571428,2,2,0,0,1,3,"[4, 2, 1]",0.19047619047619047
2129,11,18,"[[0, 1], [0, 2], [0, 3], [0, 7], [0, 8], [1, 4], [1, 6], [2, 3], [2, 4], [2, 7], [2, 8], [2, 9], [2, 10], [3, 5], [4, 5], [4, 6], [5, 9], [5, 10]]",5,"[10, 8, 3, 2, 5, 9, 6, 0, 7, 4, 1]","{""0"": 1, ""2"": 2, ""5"": 3, ""3"": 4, ""6"": 5, ""7"": 4, ""9"": 5, ""4"": 2, ""8"": 1, ""1"": 3, ""10"": 3}",512,3,0,7,3.272727272727273,3,11,6,2,0,1,[11],0.32727272727272727
2130,2,1,"[[0, 1]]",1,"[0, 1]","{""0"": 1, ""1"": 1}",2,2,1,1,1.0,2,0,0,0,0,1,[2],1.0
2131,4,1,"[[1, 2]]",1,"[0, 1, 2, 3]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1}",24,12,0,1,0.5,2,0,0,0,2,3,"[2, 1, 1]",0.16666666666666666
2132,2,0,[],1,"[0, 1]","{""0"": 1, ""1"": 1}",2,2,0,0,0.0,1,0,0,0,2,2,"[1, 1]",0
2133,6,3,"[[0, 2], [1, 4], [3, 4]]",1,"[0, 2, 1, 4, 3, 5]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1}",720,24,0,2,1.0,2,1,0,0,1,3,"[3, 2, 1]",0.2
2134,9,24,"[[0, 2], [0, 4], [0, 5], [0, 6], [0, 7], [0, 8], [1, 2], [1, 3], [1, 4], [1, 5], [1, 7], [1, 8], [2, 3], [2, 5], [2, 7], [3, 4], [3, 5], [3, 7], [3, 8], [4, 5], [4, 8], [5, 7], [5, 8], [6, 7]]",5,"[6, 2, 7, 3, 0, 1, 5, 4, 8]","{""0"": 1, ""1"": 2, ""3"": 3, ""5"": 4, ""7"": 5, ""2"": 4, ""4"": 5, ""8"": 3, ""6"": 1}",512,1,1,7,5.333333333333333,5,9,8,8,0,1,[9],0.6666666666666666
2135,4,3,"[[0, 1], [1, 2], [2, 3]]",1,"[0, 1, 2, 3]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1}",24,2,1,2,1.5,2,2,0,0,0,1,[4],0.5
2136,6,2,"[[2, 3], [4, 5]]",1,"[0, 1, 2, 3, 4, 5]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1}",720,96,0,1,0.6666666666666666,2,0,0,0,2,4,"[2, 2, 1, 1]",0.13333333333333333
2137,2,0,[],1,"[0, 1]","{""0"": 1, ""1"": 1}",2,2,0,0,0.0,1,0,0,0,2,2,"[1, 1]",0
2138,7,4,"[[0, 2], [0, 3], [2, 3], [3, 4]]",2,"[0, 2, 3, 1, 4, 5, 6]","{""1"": 1, ""2"": 1, ""3"": 2, ""0"": 2, ""4"": 2, ""5"": 1, ""6"": 1}",5040,480,0,3,1.1428571428571428,3,3,1,0,3,4,"[4, 1, 1, 1]",0.19047619047619047
2139,7,6,"[[0, 6], [1, 2], [2, 6], [3, 4], [3, 6], [4, 5]]",2,"[0, 1, 2, 6, 3, 4, 5]","{""0"": 1, ""1"": 2, ""2"": 2, ""6"": 1, ""3"": 1, ""4"": 1, ""5"": 1}",5040,180,0,3,1.7142857142857142,2,4,1,0,0,1,[7],0.2857142857142857
2140,7,10,"[[0, 1], [0, 2], [0, 3], [0, 4], [1, 3], [2, 5], [2, 6], [3, 4], [3, 5], [4, 6]]",3,"[1, 0, 3, 2, 4, 5, 6]","{""2"": 1, ""4"": 2, ""0"": 2, ""3"": 3, ""5"": 3, ""6"": 1, ""1"": 1}",5040,122,1,4,2.857142857142857,3,7,4,0,0,1,[7],0.47619047619047616
2141,3,2,"[[0, 1], [1, 2]]",1,"[0, 1, 2]","{""0"": 1, ""1"": 1, ""2"": 1}",6,2,1,2,1.3333333333333333,2,1,0,0,0,1,[3],0.6666666666666666
2142,7,0,[],1,"[0, 1, 2, 3, 4, 5, 6]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1}",5040,5040,0,0,0.0,1,0,0,0,7,7,"[1, 1, 1, 1, 1, 1, 1]",0
2143,3,2,"[[0, 1], [1, 2]]",1,"[0, 1, 2]","{""0"": 1, ""1"": 1, ""2"": 1}",6,2,1,2,1.3333333333333333,2,1,0,0,0,1,[3],0.6666666666666666
2144,3,2,"[[0, 1], [1, 2]]",1,"[0, 1, 2]","{""0"": 1, ""1"": 1, ""2"": 1}",6,2,1,2,1.3333333333333333,2,1,0,0,0,1,[3],0.6666666666666666
2145,12,11,"[[0, 7], [0, 8], [1, 3], [1, 9], [2, 9], [2, 11], [3, 6], [4, 7], [5, 6], [8, 9], [10, 11]]",2,"[4, 7, 0, 8, 9, 1, 2, 3, 11, 6, 10, 5]","{""1"": 1, ""2"": 2, ""3"": 1, ""6"": 1, ""10"": 2, ""11"": 2, ""5"": 1, ""9"": 2, ""0"": 1, ""4"": 1, ""7"": 1, ""8"": 1}",512,4,0,3,1.8333333333333333,2,9,1,0,0,1,[12],0.16666666666666666
