graph_id,n,m,edges,best_k,best_ordering,best_coloring,num_orderings,num_optimal_orderings,image_path,max_degree,avg_degree,clique_number,num_deg_ge_2,num_deg_ge_3,num_deg_ge_5,num_isolated,num_components,component_sizes,density
739,8,9,"[[0, 3], [1, 6], [1, 7], [2, 3], [2, 4], [2, 7], [3, 5], [4, 6], [6, 7]]",2,"[0, 3, 5, 2, 4, 6, 7, 1]","{""2"": 1, ""7"": 1, ""4"": 2, ""5"": 2, ""6"": 2, ""1"": 2, ""3"": 1, ""0"": 1}",40320,32,out_dataset\two_color\graph_739.png,3,2.25,3,6,4,0,0,1,[8],0.32142857142857145
740,8,12,"[[0, 1], [0, 2], [0, 4], [0, 6], [1, 6], [2, 4], [2, 6], [2, 7], [3, 7], [4, 5], [4, 6], [5, 7]]",3,"[1, 0, 2, 6, 4, 3, 5, 7]","{""2"": 1, ""3"": 2, ""4"": 3, ""6"": 2, ""7"": 1, ""0"": 3, ""5"": 3, ""1"": 2}",40320,96,out_dataset\three_color\graph_740.png,4,3.0,4,7,5,0,0,1,[8],0.42857142857142855
741,8,12,"[[0, 4], [0, 7], [1, 4], [1, 6], [2, 4], [2, 5], [3, 4], [3, 5], [3, 6], [4, 6], [4, 7], [5, 7]]",3,"[1, 0, 6, 4, 3, 5, 7, 2]","{""0"": 1, ""4"": 2, ""7"": 1, ""3"": 3, ""5"": 3, ""6"": 3, ""2"": 2, ""1"": 2}",40320,24,out_dataset\three_color\graph_741.png,6,3.0,3,8,5,1,0,1,[8],0.42857142857142855
742,8,4,"[[0, 1], [0, 6], [3, 4], [5, 7]]",1,"[1, 0, 6, 2, 3, 4, 5, 7]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1, ""7"": 1}",40320,192,out_dataset\one_color\graph_742.png,2,1.0,2,1,0,0,1,4,"[3, 2, 2, 1]",0.14285714285714285
743,8,11,"[[0, 1], [0, 6], [1, 2], [1, 7], [2, 5], [2, 7], [4, 5], [4, 7], [5, 6], [5, 7], [6, 7]]",3,"[0, 1, 2, 6, 7, 5, 3, 4]","{""2"": 1, ""5"": 1, ""6"": 2, ""7"": 3, ""1"": 3, ""3"": 2, ""0"": 2, ""4"": 3}",40320,144,out_dataset\three_color\graph_743.png,5,2.75,3,7,5,1,1,2,"[7, 1]",0.39285714285714285
744,8,13,"[[0, 7], [1, 5], [1, 6], [1, 7], [2, 3], [2, 5], [2, 7], [3, 6], [3, 7], [4, 6], [4, 7], [5, 6], [6, 7]]",3,"[0, 4, 3, 7, 6, 2, 1, 5]","{""2"": 1, ""3"": 1, ""6"": 2, ""7"": 3, ""1"": 3, ""4"": 2, ""0"": 3, ""5"": 2}",40320,2,out_dataset\three_color\graph_744.png,6,3.25,3,7,6,2,0,1,[8],0.4642857142857143
745,8,9,"[[0, 2], [0, 3], [0, 5], [0, 7], [1, 3], [1, 7], [3, 5], [3, 7], [4, 7]]",2,"[2, 5, 0, 3, 7, 1, 4, 6]","{""0"": 1, ""3"": 2, ""5"": 2, ""7"": 1, ""1"": 2, ""2"": 1, ""4"": 1, ""6"": 1}",40320,8,out_dataset\two_color\graph_745.png,4,2.25,3,5,3,0,1,2,"[7, 1]",0.32142857142857145
746,8,11,"[[0, 2], [0, 3], [0, 4], [1, 5], [1, 7], [2, 3], [2, 5], [2, 6], [2, 7], [5, 6], [6, 7]]",3,"[0, 3, 4, 1, 2, 5, 7, 6]","{""2"": 1, ""1"": 2, ""3"": 3, ""5"": 3, ""0"": 1, ""4"": 2, ""7"": 2, ""6"": 1}",40320,264,out_dataset\three_color\graph_746.png,5,2.75,3,7,5,1,0,1,[8],0.39285714285714285
747,8,12,"[[0, 2], [0, 4], [1, 2], [1, 3], [1, 4], [1, 5], [1, 7], [2, 4], [2, 5], [3, 6], [4, 5], [4, 6]]",3,"[0, 2, 4, 5, 1, 3, 6, 7]","{""1"": 1, ""3"": 2, ""4"": 3, ""5"": 2, ""6"": 3, ""2"": 1, ""7"": 1, ""0"": 2}",40320,76,out_dataset\three_color\graph_747.png,5,3.0,4,7,4,2,0,1,[8],0.42857142857142855
748,8,12,"[[0, 2], [0, 5], [0, 6], [1, 3], [1, 7], [2, 6], [2, 7], [3, 7], [4, 6], [4, 7], [5, 7], [6, 7]]",3,"[0, 2, 5, 6, 7, 1, 4, 3]","{""1"": 1, ""5"": 1, ""6"": 2, ""7"": 3, ""2"": 3, ""4"": 2, ""0"": 2, ""3"": 3}",40320,64,out_dataset\three_color\graph_748.png,6,3.0,3,8,4,1,0,1,[8],0.42857142857142855
749,8,5,"[[0, 7], [1, 7], [2, 3], [2, 4], [4, 5]]",1,"[0, 7, 1, 3, 2, 4, 5, 6]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1, ""7"": 1}",40320,24,out_dataset\one_color\graph_749.png,2,1.25,2,3,0,0,1,3,"[4, 3, 1]",0.17857142857142858
750,8,11,"[[0, 1], [0, 7], [1, 2], [1, 5], [2, 5], [2, 6], [2, 7], [3, 5], [4, 7], [5, 7], [6, 7]]",3,"[0, 1, 2, 5, 7, 3, 6, 4]","{""2"": 1, ""7"": 2, ""3"": 3, ""5"": 3, ""6"": 1, ""0"": 2, ""1"": 3, ""4"": 2}",40320,126,out_dataset\three_color\graph_750.png,5,2.75,3,6,4,1,0,1,[8],0.39285714285714285
751,8,12,"[[0, 1], [0, 3], [0, 4], [0, 5], [0, 6], [1, 5], [1, 7], [2, 3], [2, 6], [2, 7], [3, 4], [4, 6]]",3,"[1, 5, 7, 2, 0, 3, 6, 4]","{""0"": 1, ""2"": 2, ""3"": 3, ""5"": 3, ""1"": 1, ""6"": 2, ""7"": 2, ""4"": 1}",40320,24,out_dataset\three_color\graph_751.png,5,3.0,3,8,6,1,0,1,[8],0.42857142857142855
752,8,9,"[[0, 5], [0, 6], [0, 7], [1, 2], [1, 3], [2, 5], [3, 7], [4, 6], [4, 7]]",2,"[1, 2, 3, 5, 0, 7, 4, 6]","{""0"": 1, ""3"": 2, ""7"": 2, ""2"": 1, ""4"": 2, ""5"": 1, ""6"": 1, ""1"": 2}",40320,64,out_dataset\two_color\graph_752.png,3,2.25,2,8,2,0,0,1,[8],0.32142857142857145
753,8,6,"[[0, 7], [1, 2], [1, 7], [2, 3], [2, 4], [4, 7]]",2,"[0, 1, 7, 2, 4, 3, 5, 6]","{""1"": 1, ""2"": 1, ""4"": 2, ""7"": 2, ""0"": 2, ""3"": 1, ""5"": 1, ""6"": 1}",40320,320,out_dataset\two_color\graph_753.png,3,1.5,2,4,2,0,2,3,"[6, 1, 1]",0.21428571428571427
754,8,13,"[[0, 2], [0, 4], [1, 4], [1, 5], [1, 7], [2, 3], [2, 4], [2, 5], [2, 7], [3, 6], [3, 7], [4, 6], [6, 7]]",3,"[3, 6, 7, 4, 2, 1, 0, 5]","{""2"": 1, ""1"": 2, ""4"": 3, ""7"": 2, ""0"": 3, ""3"": 1, ""6"": 3, ""5"": 1}",40320,6,out_dataset\three_color\graph_754.png,5,3.25,3,8,6,1,0,1,[8],0.4642857142857143
755,8,8,"[[0, 6], [0, 7], [1, 7], [2, 3], [2, 7], [3, 5], [4, 5], [5, 7]]",2,"[0, 6, 1, 7, 2, 3, 5, 4]","{""7"": 1, ""0"": 1, ""1"": 2, ""2"": 2, ""3"": 2, ""5"": 1, ""6"": 2, ""4"": 1}",40320,16,out_dataset\two_color\graph_755.png,4,2.0,2,5,2,0,0,1,[8],0.2857142857142857
756,8,6,"[[0, 2], [0, 5], [2, 3], [4, 5], [4, 7], [5, 6]]",2,"[0, 2, 3, 1, 4, 5, 6, 7]","{""5"": 1, ""0"": 1, ""4"": 2, ""1"": 2, ""2"": 2, ""3"": 2, ""6"": 1, ""7"": 2}",40320,856,out_dataset\two_color\graph_756.png,3,1.5,2,4,1,0,1,2,"[7, 1]",0.21428571428571427
757,8,11,"[[0, 2], [0, 6], [1, 3], [1, 4], [2, 5], [2, 6], [3, 4], [3, 6], [4, 5], [5, 7], [6, 7]]",3,"[0, 2, 5, 6, 4, 7, 3, 1]","{""4"": 1, ""5"": 2, ""6"": 3, ""7"": 2, ""2"": 1, ""3"": 3, ""0"": 3, ""1"": 1}",40320,302,out_dataset\three_color\graph_757.png,4,2.75,3,8,5,0,0,1,[8],0.39285714285714285
758,8,6,"[[0, 4], [0, 5], [0, 7], [1, 4], [2, 7], [6, 7]]",2,"[1, 2, 4, 0, 7, 5, 3, 6]","{""7"": 1, ""2"": 1, ""0"": 2, ""3"": 2, ""4"": 2, ""5"": 2, ""6"": 1, ""1"": 2}",40320,688,out_dataset\two_color\graph_758.png,3,1.5,2,3,2,0,1,2,"[7, 1]",0.21428571428571427
759,8,8,"[[0, 3], [0, 4], [0, 7], [1, 5], [1, 6], [2, 6], [3, 5], [4, 5]]",2,"[1, 6, 2, 3, 5, 0, 4, 7]","{""5"": 1, ""1"": 1, ""0"": 2, ""2"": 2, ""3"": 2, ""4"": 1, ""6"": 2, ""7"": 2}",40320,80,out_dataset\two_color\graph_759.png,3,2.0,2,6,2,0,0,1,[8],0.2857142857142857
760,8,9,"[[0, 1], [0, 2], [0, 6], [1, 4], [3, 4], [4, 6], [5, 6], [5, 7], [6, 7]]",3,"[0, 1, 2, 3, 4, 5, 6, 7]","{""6"": 1, ""0"": 1, ""4"": 2, ""1"": 2, ""2"": 3, ""3"": 3, ""5"": 3, ""7"": 2}",40320,1608,out_dataset\three_color\graph_760.png,4,2.25,3,6,3,0,0,1,[8],0.32142857142857145
761,8,9,"[[0, 7], [1, 2], [1, 3], [1, 6], [2, 3], [2, 5], [2, 6], [2, 7], [4, 7]]",3,"[0, 3, 1, 2, 6, 4, 7, 5]","{""7"": 1, ""0"": 1, ""2"": 2, ""1"": 3, ""4"": 3, ""6"": 3, ""3"": 2, ""5"": 2}",40320,1192,out_dataset\three_color\graph_761.png,5,2.25,3,5,3,1,0,1,[8],0.32142857142857145
762,8,11,"[[0, 2], [0, 3], [0, 4], [0, 7], [1, 5], [2, 3], [2, 4], [2, 5], [2, 7], [3, 7], [4, 5]]",3,"[1, 4, 5, 0, 2, 3, 7, 6]","{""0"": 1, ""2"": 2, ""3"": 3, ""4"": 2, ""5"": 3, ""7"": 1, ""1"": 1, ""6"": 1}",40320,208,out_dataset\three_color\graph_762.png,5,2.75,4,6,6,1,1,2,"[7, 1]",0.39285714285714285
763,8,8,"[[0, 4], [1, 3], [2, 3], [2, 5], [3, 5], [3, 7], [5, 7], [6, 7]]",2,"[0, 1, 4, 2, 3, 5, 7, 6]","{""1"": 1, ""3"": 1, ""2"": 2, ""4"": 2, ""5"": 2, ""0"": 2, ""7"": 1, ""6"": 1}",40320,56,out_dataset\two_color\graph_763.png,4,2.0,3,4,3,0,0,2,"[6, 2]",0.2857142857142857
764,8,4,"[[0, 6], [2, 4], [2, 5], [3, 6]]",1,"[0, 6, 3, 1, 4, 2, 5, 7]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1, ""7"": 1}",40320,96,out_dataset\one_color\graph_764.png,2,1.0,2,2,0,0,2,4,"[3, 3, 1, 1]",0.14285714285714285
765,8,8,"[[0, 1], [0, 2], [0, 6], [0, 7], [1, 4], [2, 3], [2, 4], [3, 5]]",2,"[3, 5, 2, 4, 1, 0, 6, 7]","{""0"": 1, ""2"": 1, ""1"": 2, ""4"": 2, ""5"": 2, ""6"": 2, ""3"": 1, ""7"": 1}",40320,16,out_dataset\two_color\graph_765.png,4,2.0,2,5,2,0,0,1,[8],0.2857142857142857
766,8,11,"[[0, 2], [0, 3], [0, 6], [1, 2], [1, 6], [2, 4], [2, 5], [3, 7], [4, 6], [4, 7], [5, 7]]",3,"[1, 0, 6, 2, 3, 4, 5, 7]","{""2"": 1, ""3"": 2, ""4"": 3, ""6"": 3, ""0"": 2, ""5"": 1, ""1"": 1, ""7"": 2}",40320,232,out_dataset\three_color\graph_766.png,4,2.75,2,8,5,0,0,1,[8],0.39285714285714285
767,8,13,"[[0, 1], [0, 2], [0, 4], [0, 7], [1, 5], [1, 7], [2, 6], [3, 6], [3, 7], [4, 5], [4, 7], [5, 6], [6, 7]]",4,"[0, 1, 2, 4, 6, 7, 5, 3]","{""4"": 1, ""7"": 2, ""1"": 3, ""2"": 4, ""5"": 3, ""6"": 4, ""0"": 2, ""3"": 1}",40320,1376,out_dataset\other_color\graph_767.png,5,3.25,3,8,6,1,0,1,[8],0.4642857142857143
768,8,9,"[[0, 4], [0, 7], [1, 2], [1, 3], [1, 5], [2, 3], [3, 6], [5, 6], [5, 7]]",2,"[0, 4, 7, 5, 6, 1, 3, 2]","{""1"": 1, ""3"": 2, ""4"": 1, ""6"": 2, ""0"": 2, ""2"": 1, ""5"": 1, ""7"": 2}",40320,40,out_dataset\two_color\graph_768.png,3,2.25,3,7,3,0,0,1,[8],0.32142857142857145
769,8,8,"[[1, 3], [2, 6], [2, 7], [3, 5], [3, 6], [3, 7], [4, 6], [5, 6]]",3,"[0, 1, 2, 3, 6, 7, 5, 4]","{""6"": 1, ""7"": 2, ""2"": 2, ""3"": 3, ""5"": 3, ""4"": 1, ""1"": 1, ""0"": 1}",40320,2156,out_dataset\three_color\graph_769.png,4,2.0,3,5,2,0,1,2,"[7, 1]",0.2857142857142857
770,8,8,"[[0, 3], [0, 4], [0, 6], [1, 2], [2, 3], [2, 6], [3, 6], [4, 6]]",2,"[1, 2, 3, 6, 0, 4, 5, 7]","{""0"": 1, ""3"": 1, ""6"": 2, ""2"": 2, ""4"": 2, ""1"": 1, ""5"": 1, ""7"": 1}",40320,24,out_dataset\two_color\graph_770.png,4,2.0,3,5,4,0,2,3,"[6, 1, 1]",0.2857142857142857
771,8,10,"[[0, 2], [0, 6], [1, 5], [1, 6], [1, 7], [2, 3], [2, 4], [4, 5], [4, 7], [6, 7]]",3,"[0, 2, 3, 4, 5, 1, 6, 7]","{""6"": 1, ""0"": 1, ""4"": 2, ""1"": 3, ""3"": 3, ""5"": 3, ""2"": 2, ""7"": 2}",40320,806,out_dataset\three_color\graph_771.png,3,2.5,3,7,5,0,0,1,[8],0.35714285714285715
772,8,7,"[[0, 1], [0, 2], [0, 4], [1, 3], [1, 6], [2, 3], [4, 6]]",2,"[2, 3, 0, 1, 4, 6, 5, 7]","{""0"": 1, ""1"": 2, ""3"": 2, ""4"": 1, ""2"": 1, ""6"": 2, ""5"": 1, ""7"": 1}",40320,96,out_dataset\two_color\graph_772.png,3,1.75,2,6,2,0,2,3,"[6, 1, 1]",0.25
773,8,5,"[[0, 5], [1, 5], [1, 6], [3, 4], [3, 7]]",1,"[0, 5, 1, 6, 2, 4, 3, 7]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1, ""7"": 1}",40320,24,out_dataset\one_color\graph_773.png,2,1.25,2,3,0,0,1,3,"[4, 3, 1]",0.17857142857142858
774,8,10,"[[0, 3], [0, 6], [0, 7], [1, 4], [1, 5], [2, 3], [2, 7], [3, 6], [4, 7], [6, 7]]",3,"[0, 3, 6, 2, 7, 1, 4, 5]","{""6"": 1, ""7"": 2, ""0"": 2, ""2"": 3, ""3"": 3, ""1"": 1, ""4"": 2, ""5"": 1}",40320,536,out_dataset\three_color\graph_774.png,4,2.5,3,7,4,0,0,1,[8],0.35714285714285715
775,8,9,"[[0, 1], [0, 2], [0, 7], [2, 3], [3, 4], [3, 5], [3, 7], [4, 7], [5, 7]]",3,"[0, 1, 2, 3, 4, 7, 5, 6]","{""7"": 1, ""0"": 1, ""4"": 2, ""1"": 2, ""2"": 3, ""3"": 3, ""5"": 3, ""6"": 1}",40320,1164,out_dataset\three_color\graph_775.png,4,2.25,3,6,3,0,1,2,"[7, 1]",0.32142857142857145
776,8,5,"[[0, 7], [1, 3], [2, 3], [2, 5], [2, 7]]",2,"[0, 1, 3, 2, 7, 4, 5, 6]","{""7"": 1, ""0"": 1, ""2"": 2, ""1"": 2, ""3"": 2, ""4"": 1, ""5"": 2, ""6"": 1}",40320,2008,out_dataset\two_color\graph_776.png,3,1.25,2,3,1,0,2,3,"[6, 1, 1]",0.17857142857142858
777,8,9,"[[0, 1], [0, 4], [0, 7], [1, 3], [1, 4], [3, 7], [4, 6], [5, 7], [6, 7]]",3,"[0, 1, 4, 3, 6, 7, 2, 5]","{""7"": 1, ""0"": 1, ""3"": 2, ""4"": 3, ""1"": 2, ""6"": 3, ""2"": 2, ""5"": 1}",40320,756,out_dataset\three_color\graph_777.png,4,2.25,3,6,4,0,1,2,"[7, 1]",0.32142857142857145
778,8,12,"[[0, 2], [0, 5], [0, 7], [1, 3], [1, 4], [2, 4], [2, 5], [2, 6], [2, 7], [3, 4], [3, 6], [5, 6]]",3,"[0, 5, 2, 6, 3, 7, 4, 1]","{""7"": 1, ""2"": 2, ""0"": 1, ""3"": 3, ""4"": 2, ""6"": 3, ""5"": 3, ""1"": 3}",40320,252,out_dataset\three_color\graph_778.png,5,3.0,3,8,6,1,0,1,[8],0.42857142857142855
779,8,8,"[[0, 2], [0, 6], [0, 7], [2, 3], [2, 4], [3, 6], [4, 7], [5, 7]]",2,"[1, 3, 6, 0, 2, 4, 7, 5]","{""0"": 1, ""2"": 2, ""3"": 2, ""4"": 2, ""6"": 1, ""7"": 1, ""1"": 1, ""5"": 1}",40320,48,out_dataset\two_color\graph_779.png,3,2.0,2,6,3,0,1,2,"[7, 1]",0.2857142857142857
780,8,10,"[[0, 3], [0, 5], [1, 2], [1, 3], [1, 5], [1, 6], [2, 4], [2, 5], [3, 4], [3, 6]]",3,"[0, 4, 5, 3, 2, 1, 6, 7]","{""2"": 1, ""3"": 2, ""5"": 3, ""1"": 3, ""4"": 1, ""0"": 2, ""6"": 2, ""7"": 1}",40320,288,out_dataset\three_color\graph_780.png,4,2.5,3,7,4,0,1,2,"[7, 1]",0.35714285714285715
781,8,10,"[[0, 1], [0, 4], [0, 5], [1, 2], [1, 3], [1, 6], [1, 7], [2, 3], [2, 7], [5, 7]]",3,"[0, 4, 3, 5, 1, 2, 7, 6]","{""1"": 1, ""5"": 2, ""2"": 3, ""0"": 1, ""3"": 3, ""4"": 3, ""7"": 2, ""6"": 1}",40320,566,out_dataset\three_color\graph_781.png,5,2.5,3,6,4,1,0,1,[8],0.35714285714285715
782,8,12,"[[0, 1], [0, 5], [0, 6], [1, 4], [1, 6], [1, 7], [2, 3], [3, 6], [4, 6], [5, 6], [5, 7], [6, 7]]",3,"[0, 5, 1, 6, 7, 2, 4, 3]","{""1"": 1, ""6"": 2, ""2"": 3, ""4"": 1, ""7"": 3, ""3"": 2, ""5"": 3, ""0"": 2}",40320,60,out_dataset\three_color\graph_782.png,6,3.0,3,7,5,1,0,1,[8],0.42857142857142855
783,8,10,"[[0, 3], [0, 7], [1, 5], [2, 6], [3, 7], [4, 5], [4, 6], [4, 7], [5, 7], [6, 7]]",3,"[0, 1, 3, 5, 7, 2, 4, 6]","{""7"": 1, ""2"": 2, ""3"": 2, ""5"": 3, ""0"": 1, ""1"": 3, ""4"": 3, ""6"": 1}",40320,632,out_dataset\three_color\graph_783.png,5,2.5,3,6,4,1,0,1,[8],0.35714285714285715
784,8,9,"[[0, 3], [0, 6], [1, 4], [2, 3], [2, 4], [2, 6], [2, 7], [3, 4], [5, 7]]",2,"[0, 6, 3, 2, 4, 1, 5, 7]","{""2"": 1, ""7"": 1, ""1"": 2, ""3"": 2, ""4"": 2, ""5"": 2, ""6"": 1, ""0"": 2}",40320,16,out_dataset\two_color\graph_784.png,4,2.25,3,6,3,0,0,1,[8],0.32142857142857145
785,8,10,"[[0, 3], [1, 2], [1, 4], [2, 3], [2, 4], [2, 6], [3, 4], [3, 6], [3, 7], [4, 5]]",3,"[0, 1, 2, 3, 4, 5, 6, 7]","{""2"": 1, ""3"": 2, ""4"": 3, ""5"": 3, ""6"": 1, ""1"": 3, ""7"": 2, ""0"": 2}",40320,432,out_dataset\three_color\graph_785.png,5,2.5,3,5,3,1,0,1,[8],0.35714285714285715
786,8,9,"[[0, 3], [0, 6], [1, 5], [2, 4], [2, 7], [3, 4], [4, 6], [5, 6], [5, 7]]",2,"[0, 3, 4, 6, 2, 5, 7, 1]","{""6"": 1, ""0"": 1, ""2"": 2, ""3"": 2, ""4"": 2, ""5"": 1, ""7"": 2, ""1"": 1}",40320,16,out_dataset\two_color\graph_786.png,3,2.25,2,7,3,0,0,1,[8],0.32142857142857145
787,8,6,"[[0, 3], [0, 6], [1, 6], [1, 7], [3, 5], [4, 5]]",1,"[2, 4, 5, 3, 0, 6, 1, 7]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1, ""7"": 1}",40320,4,out_dataset\one_color\graph_787.png,2,1.5,2,5,0,0,1,2,"[7, 1]",0.21428571428571427
788,8,8,"[[0, 1], [0, 5], [2, 3], [3, 4], [3, 5], [3, 7], [4, 5], [5, 6]]",2,"[0, 1, 6, 5, 4, 3, 2, 7]","{""5"": 1, ""1"": 2, ""0"": 1, ""4"": 2, ""3"": 1, ""2"": 2, ""6"": 2, ""7"": 1}",40320,16,out_dataset\two_color\graph_788.png,4,2.0,3,4,2,0,0,1,[8],0.2857142857142857
789,8,11,"[[0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [1, 2], [1, 5], [1, 7], [3, 6], [4, 5], [5, 7]]",3,"[2, 1, 5, 0, 7, 4, 3, 6]","{""0"": 1, ""5"": 2, ""7"": 3, ""1"": 3, ""4"": 2, ""2"": 1, ""3"": 1, ""6"": 1}",40320,232,out_dataset\three_color\graph_789.png,5,2.75,3,7,3,1,0,1,[8],0.39285714285714285
790,8,9,"[[0, 2], [0, 6], [0, 7], [1, 4], [1, 6], [2, 3], [3, 4], [3, 5], [4, 5]]",2,"[5, 3, 4, 1, 2, 0, 6, 7]","{""1"": 1, ""2"": 2, ""3"": 2, ""6"": 1, ""0"": 2, ""4"": 1, ""5"": 1, ""7"": 2}",40320,24,out_dataset\two_color\graph_790.png,3,2.25,3,7,3,0,0,1,[8],0.32142857142857145
791,8,14,"[[0, 1], [0, 2], [0, 4], [0, 5], [1, 4], [2, 3], [2, 7], [3, 4], [3, 6], [3, 7], [4, 5], [4, 6], [4, 7], [5, 6]]",4,"[0, 1, 2, 4, 3, 5, 7, 6]","{""3"": 1, ""4"": 2, ""5"": 3, ""2"": 4, ""0"": 3, ""1"": 1, ""7"": 4, ""6"": 2}",40320,1034,out_dataset\other_color\graph_791.png,6,3.5,3,8,7,1,0,1,[8],0.5
792,8,9,"[[0, 2], [1, 2], [2, 3], [2, 4], [3, 4], [3, 6], [3, 7], [4, 6], [5, 6]]",2,"[0, 1, 2, 4, 3, 6, 5, 7]","{""3"": 1, ""4"": 2, ""2"": 1, ""1"": 2, ""5"": 2, ""6"": 2, ""7"": 1, ""0"": 1}",40320,8,out_dataset\two_color\graph_792.png,4,2.25,3,4,4,0,0,1,[8],0.32142857142857145
793,8,11,"[[0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [1, 4], [1, 7], [2, 4], [2, 7], [3, 7], [4, 5]]",3,"[3, 1, 7, 0, 2, 4, 5, 6]","{""0"": 1, ""1"": 2, ""2"": 3, ""4"": 2, ""7"": 3, ""3"": 1, ""5"": 1, ""6"": 1}",40320,132,out_dataset\three_color\graph_793.png,5,2.75,3,7,5,1,1,2,"[7, 1]",0.39285714285714285
794,8,9,"[[0, 2], [0, 6], [1, 3], [1, 6], [1, 7], [3, 5], [3, 7], [4, 7], [5, 6]]",2,"[0, 2, 5, 6, 1, 3, 7, 4]","{""3"": 1, ""5"": 1, ""6"": 2, ""0"": 2, ""1"": 2, ""2"": 1, ""7"": 2, ""4"": 1}",40320,16,out_dataset\two_color\graph_794.png,3,2.25,3,6,4,0,0,1,[8],0.32142857142857145
795,8,9,"[[0, 2], [0, 7], [1, 2], [1, 5], [1, 6], [1, 7], [2, 7], [5, 6], [6, 7]]",2,"[0, 2, 7, 1, 6, 5, 3, 4]","{""1"": 1, ""2"": 1, ""6"": 2, ""7"": 2, ""0"": 2, ""5"": 1, ""3"": 1, ""4"": 1}",40320,12,out_dataset\two_color\graph_795.png,4,2.25,3,6,4,0,2,3,"[6, 1, 1]",0.32142857142857145
796,8,12,"[[0, 1], [0, 5], [0, 6], [0, 7], [1, 2], [1, 3], [1, 4], [1, 6], [2, 5], [2, 7], [3, 7], [4, 6]]",3,"[2, 5, 0, 7, 1, 3, 6, 4]","{""1"": 1, ""7"": 2, ""0"": 3, ""3"": 2, ""6"": 3, ""2"": 1, ""5"": 3, ""4"": 1}",40320,46,out_dataset\three_color\graph_796.png,5,3.0,3,8,5,1,0,1,[8],0.42857142857142855
797,8,12,"[[0, 7], [1, 4], [1, 5], [1, 6], [2, 3], [2, 7], [3, 5], [3, 6], [4, 5], [4, 6], [5, 6], [5, 7]]",3,"[0, 2, 3, 7, 5, 1, 6, 4]","{""3"": 1, ""1"": 2, ""5"": 3, ""6"": 1, ""7"": 2, ""2"": 3, ""0"": 2, ""4"": 3}",40320,168,out_dataset\three_color\graph_797.png,5,3.0,4,7,6,1,0,1,[8],0.42857142857142855
798,8,12,"[[0, 1], [0, 5], [1, 2], [1, 5], [2, 6], [2, 7], [3, 5], [3, 6], [4, 6], [5, 6], [5, 7], [6, 7]]",3,"[0, 1, 2, 5, 6, 7, 3, 4]","{""2"": 1, ""5"": 2, ""6"": 3, ""7"": 1, ""1"": 3, ""3"": 2, ""0"": 2, ""4"": 3}",40320,40,out_dataset\three_color\graph_798.png,5,3.0,3,7,5,2,0,1,[8],0.42857142857142855
799,8,11,"[[0, 6], [0, 7], [1, 2], [1, 6], [1, 7], [2, 4], [2, 7], [3, 4], [3, 6], [4, 6], [4, 7]]",3,"[0, 1, 7, 6, 2, 4, 3, 5]","{""2"": 1, ""6"": 2, ""7"": 3, ""1"": 1, ""4"": 3, ""0"": 2, ""3"": 2, ""5"": 1}",40320,98,out_dataset\three_color\graph_799.png,4,2.75,3,7,5,0,1,2,"[7, 1]",0.39285714285714285
800,8,7,"[[0, 3], [0, 4], [0, 5], [2, 6], [3, 5], [5, 6], [5, 7]]",2,"[1, 2, 4, 6, 0, 5, 3, 7]","{""0"": 1, ""3"": 1, ""4"": 1, ""5"": 2, ""6"": 2, ""2"": 2, ""7"": 2, ""1"": 1}",40320,138,out_dataset\two_color\graph_800.png,4,1.75,3,4,2,0,1,2,"[7, 1]",0.25
801,8,9,"[[0, 4], [0, 5], [1, 2], [1, 6], [2, 3], [2, 6], [2, 7], [3, 6], [3, 7]]",2,"[0, 4, 5, 1, 6, 2, 3, 7]","{""2"": 1, ""3"": 2, ""4"": 1, ""6"": 2, ""0"": 2, ""1"": 1, ""5"": 2, ""7"": 1}",40320,24,out_dataset\two_color\graph_801.png,4,2.25,3,6,3,0,0,2,"[5, 3]",0.32142857142857145
802,8,4,"[[0, 5], [1, 2], [1, 7], [3, 6]]",1,"[0, 5, 2, 1, 7, 3, 6, 4]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1, ""7"": 1}",40320,192,out_dataset\one_color\graph_802.png,2,1.0,2,1,0,0,1,4,"[3, 2, 2, 1]",0.14285714285714285
